Kỳ dữ liệu,Cặp phân tích,Chiều 1,Giá trị chiều 1,Chiều 2,Giá trị chiều 2,Cấp sản phẩm,Số dòng nguồn,Ads Cost (VND),Nguồn,Sheet,Dòng nguồn,Mapping version,Trạng thái coverage,Lý do,Bước xử lý
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Engagement - Messaging,Ngành hàng,1,4829521,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,65,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Engagement - Post engagement,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Sales - Purchase,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Awareness - Ad recall,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Chưa xác định,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Engagement - Messaging,Shared/Unmapped,2,3150289,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"78,79",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Engagement - Post engagement,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Sales - Purchase,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Awareness - Ad recall,Shared/Unmapped,1,143690,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,84,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Chưa xác định,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Engagement - Messaging,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Engagement - Post engagement,,6,4713691,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"8,12,15,17,22,23",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-03,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Sales - Purchase,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Awareness - Ad recall,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Chưa xác định,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Engagement - Messaging,,10,36465653,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"6,7,9,10,11,14,16,18,19,21",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-03,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Engagement - Post engagement,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Sales - Purchase,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Awareness - Ad recall,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Chưa xác định,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Engagement - Messaging,,2,9016348,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"13,20",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-03,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Engagement - Post engagement,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Sales - Purchase,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Awareness - Ad recall,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Chưa xác định,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Engagement - Messaging,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Engagement - Post engagement,,15,4609411,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"26,32,33,34,35,41,42,43,44,45,47,51,54,56,62",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-04,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Sales - Purchase,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Awareness - Ad recall,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Chưa xác định,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Engagement - Messaging,,23,52493761,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"24,25,27,28,29,30,31,37,38,39,40,46,48,49,50,53,55,57,58,59,60,63,64",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-04,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Engagement - Post engagement,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
